draw_date,winning_numbers,mega_ball,multiplier,pick5_1,pick5_2,pick5_3,pick5_4,pick5_5
04/19/2016,09 28 40 57 65,2,5.0,9,28,40,57,65
04/15/2016,09 10 34 37 73,9,5.0,9,10,34,37,73
04/12/2016,07 11 59 62 63,3,5.0,7,11,59,62,63
04/08/2016,31 38 52 65 71,15,3.0,31,38,52,65,71
04/05/2016,13 45 52 53 57,10,5.0,13,45,52,53,57
04/01/2016,25 28 33 41 69,6,2.0,25,28,33,41,69
03/29/2016,33 38 40 46 49,15,5.0,33,38,40,46,49
03/25/2016,04 11 12 35 46,12,2.0,4,11,12,35,46
03/22/2016,06 19 34 38 70,5,5.0,6,19,34,38,70
03/18/2016,05 08 57 59 73,13,5.0,5,8,57,59,73
03/15/2016,18 26 30 44 68,7,4.0,18,26,30,44,68
03/11/2016,14 18 48 54 71,13,4.0,14,18,48,54,71
03/08/2016,27 37 54 66 69,5,5.0,27,37,54,66,69
03/04/2016,21 26 33 48 73,14,4.0,21,26,33,48,73
03/01/2016,01 29 33 34 55,6,5.0,1,29,33,34,55
02/26/2016,03 15 19 62 74,14,4.0,3,15,19,62,74
02/23/2016,16 32 39 53 57,10,5.0,16,32,39,53,57
02/19/2016,02 27 41 50 75,4,4.0,2,27,41,50,75
02/16/2016,09 31 33 46 64,4,3.0,9,31,33,46,64
02/12/2016,01 07 44 68 73,1,3.0,1,7,44,68,73
02/09/2016,03 42 46 56 71,13,4.0,3,42,46,56,71
02/05/2016,04 06 23 55 75,2,3.0,4,6,23,55,75
02/02/2016,07 13 25 51 70,9,4.0,7,13,25,51,70
01/29/2016,20 28 49 51 52,6,2.0,20,28,49,51,52
01/26/2016,14 27 39 50 69,2,2.0,14,27,39,50,69
01/22/2016,21 25 40 46 56,3,5.0,21,25,40,46,56
01/19/2016,02 17 31 39 47,9,2.0,2,17,31,39,47
01/15/2016,29 41 53 54 70,12,2.0,29,41,53,54,70
01/12/2016,15 27 29 31 48,15,4.0,15,27,29,31,48
01/08/2016,11 39 51 57 75,2,5.0,11,39,51,57,75
01/05/2016,01 04 36 48 57,13,5.0,1,4,36,48,57
01/01/2016,07 18 37 38 39,9,5.0,7,18,37,38,39
12/29/2015,20 25 55 62 74,7,3.0,20,25,55,62,74
12/25/2015,15 25 29 44 51,4,4.0,15,25,29,44,51
12/22/2015,11 21 40 50 70,15,3.0,11,21,40,50,70
12/18/2015,06 23 24 28 62,7,5.0,6,23,24,28,62
12/15/2015,18 25 47 51 61,5,5.0,18,25,47,51,61
12/11/2015,14 20 43 54 69,5,4.0,14,20,43,54,69
12/08/2015,07 17 37 49 73,15,3.0,7,17,37,49,73
12/04/2015,26 42 47 61 73,6,5.0,26,42,47,61,73
12/01/2015,05 07 25 50 59,12,2.0,5,7,25,50,59
11/27/2015,16 20 39 56 59,12,3.0,16,20,39,56,59
11/24/2015,02 19 30 38 70,8,4.0,2,19,30,38,70
11/20/2015,09 12 29 37 67,15,2.0,9,12,29,37,67
11/17/2015,12 14 18 24 61,10,3.0,12,14,18,24,61
11/13/2015,17 18 31 35 59,9,5.0,17,18,31,35,59
11/10/2015,08 17 20 45 71,4,4.0,8,17,20,45,71
11/06/2015,10 31 35 50 72,8,3.0,10,31,35,50,72
11/03/2015,16 29 44 69 74,12,5.0,16,29,44,69,74
10/30/2015,17 41 51 53 56,15,5.0,17,41,51,53,56
10/27/2015,09 26 27 29 74,4,3.0,9,26,27,29,74
10/23/2015,25 32 37 45 70,1,5.0,25,32,37,45,70
10/20/2015,06 25 35 38 52,4,4.0,6,25,35,38,52
10/16/2015,02 38 48 61 68,4,3.0,2,38,48,61,68
10/13/2015,07 09 24 38 52,1,5.0,7,9,24,38,52
10/09/2015,08 09 21 63 75,14,4.0,8,9,21,63,75
10/06/2015,17 58 63 64 66,13,3.0,17,58,63,64,66
10/02/2015,04 14 29 31 47,9,2.0,4,14,29,31,47
09/29/2015,08 21 30 61 62,9,3.0,8,21,30,61,62
09/25/2015,03 08 38 51 64,4,5.0,3,8,38,51,64
09/22/2015,28 30 38 45 51,8,5.0,28,30,38,45,51
09/18/2015,17 34 35 51 65,7,3.0,17,34,35,51,65
09/15/2015,07 20 35 49 56,9,4.0,7,20,35,49,56
09/11/2015,05 11 31 50 67,14,2.0,5,11,31,50,67
09/08/2015,19 20 36 41 46,7,3.0,19,20,36,41,46
09/04/2015,17 21 39 52 57,5,5.0,17,21,39,52,57
09/01/2015,02 05 35 40 54,13,5.0,2,5,35,40,54
08/28/2015,13 35 40 60 68,9,4.0,13,35,40,60,68
08/25/2015,05 44 54 59 63,1,5.0,5,44,54,59,63
08/21/2015,13 15 21 41 72,1,5.0,13,15,21,41,72
08/18/2015,02 07 33 39 53,9,3.0,2,7,33,39,53
08/14/2015,12 15 20 52 71,3,4.0,12,15,20,52,71
08/11/2015,03 08 29 57 68,8,4.0,3,8,29,57,68
08/07/2015,01 38 53 63 66,10,3.0,1,38,53,63,66
08/04/2015,02 19 44 51 57,14,2.0,2,19,44,51,57
07/31/2015,28 32 33 40 46,10,4.0,28,32,33,40,46
07/28/2015,08 35 61 68 75,15,5.0,8,35,61,68,75
07/24/2015,10 12 26 60 62,13,5.0,10,12,26,60,62
07/21/2015,20 30 62 65 74,1,5.0,20,30,62,65,74
07/17/2015,06 17 30 31 41,15,3.0,6,17,30,31,41
07/14/2015,19 24 30 35 72,5,3.0,19,24,30,35,72
07/10/2015,24 27 45 51 54,8,3.0,24,27,45,51,54
07/07/2015,06 15 16 28 49,14,3.0,6,15,16,28,49
07/03/2015,33 50 64 71 72,9,4.0,33,50,64,71,72
06/30/2015,11 17 34 43 50,15,4.0,11,17,34,43,50
06/26/2015,12 23 33 47 50,3,5.0,12,23,33,47,50
06/23/2015,06 13 38 56 70,2,5.0,6,13,38,56,70
06/19/2015,04 35 36 52 68,8,3.0,4,35,36,52,68
06/16/2015,08 19 26 56 67,14,2.0,8,19,26,56,67
06/12/2015,01 40 42 56 62,2,5.0,1,40,42,56,62
06/09/2015,06 16 17 25 36,7,5.0,6,16,17,25,36
06/05/2015,07 22 27 41 49,10,4.0,7,22,27,41,49
06/02/2015,02 09 11 22 23,12,4.0,2,9,11,22,23
05/29/2015,20 27 38 49 66,2,4.0,20,27,38,49,66
05/26/2015,01 39 52 69 72,12,4.0,1,39,52,69,72
05/22/2015,03 14 15 25 48,8,5.0,3,14,15,25,48
05/19/2015,10 12 21 29 65,10,5.0,10,12,21,29,65
05/15/2015,11 17 21 36 74,15,5.0,11,17,21,36,74
05/12/2015,14 30 33 36 44,2,5.0,14,30,33,36,44
05/08/2015,09 21 25 66 72,7,3.0,9,21,25,66,72
05/05/2015,11 21 42 62 71,7,5.0,11,21,42,62,71
05/01/2015,17 18 61 66 74,3,3.0,17,18,61,66,74
04/28/2015,22 27 55 58 63,11,5.0,22,27,55,58,63
04/24/2015,24 25 29 47 67,4,4.0,24,25,29,47,67
04/21/2015,31 33 35 41 69,11,5.0,31,33,35,41,69
04/17/2015,15 18 29 41 50,5,2.0,15,18,29,41,50
04/14/2015,03 07 25 68 71,3,5.0,3,7,25,68,71
04/10/2015,06 11 32 46 68,9,2.0,6,11,32,46,68
04/07/2015,05 15 22 26 64,6,4.0,5,15,22,26,64
04/03/2015,10 36 47 63 74,2,5.0,10,36,47,63,74
03/31/2015,08 26 41 61 73,11,5.0,8,26,41,61,73
03/27/2015,17 21 36 58 70,3,5.0,17,21,36,58,70
03/24/2015,02 23 32 45 55,12,2.0,2,23,32,45,55
03/20/2015,07 50 54 61 75,7,4.0,7,50,54,61,75
03/17/2015,11 27 44 45 58,3,5.0,11,27,44,45,58
03/13/2015,08 22 30 42 45,3,5.0,8,22,30,42,45
03/10/2015,10 14 19 30 73,14,5.0,10,14,19,30,73
03/06/2015,30 48 55 68 73,5,3.0,30,48,55,68,73
03/03/2015,09 11 42 44 50,3,4.0,9,11,42,44,50
02/27/2015,07 49 53 60 64,4,2.0,7,49,53,60,64
02/24/2015,15 23 26 45 66,4,3.0,15,23,26,45,66
02/20/2015,02 06 08 52 66,13,3.0,2,6,8,52,66
02/17/2015,06 45 50 65 66,1,5.0,6,45,50,65,66
02/13/2015,04 20 44 65 74,14,3.0,4,20,44,65,74
02/10/2015,07 42 53 58 71,15,2.0,7,42,53,58,71
02/06/2015,05 06 17 33 68,13,3.0,5,6,17,33,68
02/03/2015,11 22 25 58 69,13,5.0,11,22,25,58,69
01/30/2015,18 31 39 45 55,6,5.0,18,31,39,45,55
01/27/2015,05 26 27 44 57,7,3.0,5,26,27,44,57
01/23/2015,14 15 32 68 72,8,2.0,14,15,32,68,72
01/20/2015,31 35 56 59 63,6,5.0,31,35,56,59,63
01/16/2015,26 32 44 45 58,11,3.0,26,32,44,45,58
01/13/2015,12 20 25 50 51,7,5.0,12,20,25,50,51
01/09/2015,37 49 50 56 57,8,5.0,37,49,50,56,57
01/06/2015,12 20 27 38 75,4,3.0,12,20,27,38,75
01/02/2015,13 15 35 62 74,12,4.0,13,15,35,62,74
12/30/2014,03 07 44 63 67,12,4.0,3,7,44,63,67
12/26/2014,02 05 10 20 38,14,3.0,2,5,10,20,38
12/23/2014,04 10 31 56 66,7,3.0,4,10,31,56,66
12/19/2014,14 18 58 59 68,4,3.0,14,18,58,59,68
12/16/2014,41 58 68 72 73,1,5.0,41,58,68,72,73
12/12/2014,02 31 46 58 65,7,5.0,2,31,46,58,65
12/09/2014,27 45 49 51 52,14,5.0,27,45,49,51,52
12/05/2014,04 05 11 51 59,5,5.0,4,5,11,51,59
12/02/2014,13 18 22 49 62,11,5.0,13,18,22,49,62
11/28/2014,08 26 29 36 47,10,3.0,8,26,29,36,47
11/25/2014,10 11 29 47 56,4,2.0,10,11,29,47,56
11/21/2014,03 12 35 37 63,15,2.0,3,12,35,37,63
11/18/2014,37 39 53 68 75,6,2.0,37,39,53,68,75
11/14/2014,03 49 61 62 68,15,5.0,3,49,61,62,68
11/11/2014,23 25 28 30 75,11,5.0,23,25,28,30,75
11/07/2014,31 35 41 65 66,5,5.0,31,35,41,65,66
11/04/2014,09 15 24 39 41,1,4.0,9,15,24,39,41
10/31/2014,11 29 36 58 67,15,2.0,11,29,36,58,67
10/28/2014,03 50 57 58 60,11,5.0,3,50,57,58,60
10/24/2014,02 14 21 28 55,3,3.0,2,14,21,28,55
10/21/2014,05 35 37 41 66,11,5.0,5,35,37,41,66
10/17/2014,21 31 43 56 60,12,4.0,21,31,43,56,60
10/14/2014,11 37 46 64 68,15,3.0,11,37,46,64,68
10/10/2014,02 32 35 50 59,3,5.0,2,32,35,50,59
10/07/2014,16 29 46 48 55,2,3.0,16,29,46,48,55
10/03/2014,03 20 34 58 67,6,3.0,3,20,34,58,67
09/30/2014,03 16 52 54 61,6,5.0,3,16,52,54,61
09/26/2014,17 26 35 46 62,9,5.0,17,26,35,46,62
09/23/2014,21 24 25 40 43,12,5.0,21,24,25,40,43
09/19/2014,16 25 27 29 34,2,2.0,16,25,27,29,34
09/16/2014,25 45 51 53 73,2,2.0,25,45,51,53,73
09/12/2014,18 28 33 36 42,7,3.0,18,28,33,36,42
09/09/2014,25 34 55 70 71,1,4.0,25,34,55,70,71
09/05/2014,07 12 20 24 59,7,2.0,7,12,20,24,59
09/02/2014,01 08 54 69 72,1,3.0,1,8,54,69,72
08/29/2014,03 26 45 58 73,12,2.0,3,26,45,58,73
08/26/2014,29 31 51 60 64,1,5.0,29,31,51,60,64
08/22/2014,05 31 34 41 74,3,5.0,5,31,34,41,74
08/19/2014,22 39 56 67 71,15,4.0,22,39,56,67,71
08/15/2014,16 19 28 29 68,9,2.0,16,19,28,29,68
08/12/2014,32 53 60 63 68,6,4.0,32,53,60,63,68
08/08/2014,09 16 61 70 75,7,5.0,9,16,61,70,75
08/05/2014,25 28 36 45 53,6,5.0,25,28,36,45,53
08/01/2014,13 29 34 37 72,6,5.0,13,29,34,37,72
07/29/2014,02 08 16 43 74,1,4.0,2,8,16,43,74
07/25/2014,22 29 33 41 68,12,5.0,22,29,33,41,68
07/22/2014,14 18 22 31 47,15,3.0,14,18,22,31,47
07/18/2014,05 08 59 65 72,3,3.0,5,8,59,65,72
07/15/2014,02 04 17 36 40,5,2.0,2,4,17,36,40
07/11/2014,09 13 30 35 69,10,5.0,9,13,30,35,69
07/08/2014,14 25 27 48 49,9,5.0,14,25,27,48,49
07/04/2014,16 33 39 58 69,2,5.0,16,33,39,58,69
07/01/2014,09 22 38 47 49,15,3.0,9,22,38,47,49
06/27/2014,15 29 31 46 64,10,3.0,15,29,31,46,64
06/24/2014,13 17 24 47 65,10,4.0,13,17,24,47,65
06/20/2014,01 22 25 29 56,3,5.0,1,22,25,29,56
06/17/2014,10 14 24 47 60,3,4.0,10,14,24,47,60
06/13/2014,07 38 46 49 56,1,5.0,7,38,46,49,56
06/10/2014,02 10 24 26 74,7,5.0,2,10,24,26,74
06/06/2014,12 29 37 49 72,9,4.0,12,29,37,49,72
06/03/2014,19 28 62 66 74,6,3.0,19,28,62,66,74
05/30/2014,10 13 42 43 62,2,4.0,10,13,42,43,62
05/27/2014,01 06 10 46 58,13,2.0,1,6,10,46,58
05/23/2014,12 14 21 38 70,15,4.0,12,14,21,38,70
05/20/2014,10 40 63 64 69,7,2.0,10,40,63,64,69
05/16/2014,13 14 16 50 56,11,5.0,13,14,16,50,56
05/13/2014,37 46 48 70 74,1,2.0,37,46,48,70,74
05/09/2014,10 28 39 51 59,14,2.0,10,28,39,51,59
05/06/2014,18 20 27 48 51,5,3.0,18,20,27,48,51
05/02/2014,01 18 26 35 40,13,5.0,1,18,26,35,40
04/29/2014,07 43 59 61 66,3,3.0,7,43,59,61,66
04/25/2014,03 11 18 20 66,9,2.0,3,11,18,20,66
04/22/2014,02 18 19 49 50,1,3.0,2,18,19,49,50
04/18/2014,18 25 38 45 63,9,2.0,18,25,38,45,63
04/15/2014,04 39 46 47 70,13,3.0,4,39,46,47,70
04/11/2014,03 42 44 47 57,8,5.0,3,42,44,47,57
04/08/2014,35 36 41 60 71,3,3.0,35,36,41,60,71
04/04/2014,01 10 15 41 54,9,2.0,1,10,15,41,54
04/01/2014,10 23 68 74 75,9,5.0,10,23,68,74,75
03/28/2014,02 03 09 50 73,12,3.0,2,3,9,50,73
03/25/2014,19 26 51 57 73,15,3.0,19,26,51,57,73
03/21/2014,02 23 30 35 53,10,5.0,2,23,30,35,53
03/18/2014,11 19 24 33 51,7,3.0,11,19,24,33,51
03/14/2014,07 20 40 54 69,12,3.0,7,20,40,54,69
03/11/2014,09 14 56 57 69,10,4.0,9,14,56,57,69
03/07/2014,11 13 51 57 69,1,4.0,11,13,51,57,69
03/04/2014,10 29 31 35 45,10,2.0,10,29,31,35,45
02/28/2014,03 31 50 58 59,6,4.0,3,31,50,58,59
02/25/2014,12 18 25 35 66,15,5.0,12,18,25,35,66
02/21/2014,23 29 32 45 46,15,5.0,23,29,32,45,46
02/18/2014,23 29 31 37 70,14,5.0,23,29,31,37,70
02/14/2014,20 28 35 71 72,7,3.0,20,28,35,71,72
02/11/2014,43 64 67 71 73,4,2.0,43,64,67,71,73
02/07/2014,11 21 23 35 64,10,3.0,11,21,23,35,64
02/04/2014,25 44 49 60 73,9,3.0,25,44,49,60,73
01/31/2014,03 09 13 47 52,8,4.0,3,9,13,47,52
01/28/2014,07 16 28 53 60,2,3.0,7,16,28,53,60
01/24/2014,22 45 46 47 65,10,5.0,22,45,46,47,65
01/21/2014,08 23 33 45 52,4,4.0,8,23,33,45,52
01/17/2014,01 10 26 31 51,11,4.0,1,10,26,31,51
01/14/2014,04 23 26 62 69,13,3.0,4,23,26,62,69
01/10/2014,08 28 36 37 57,8,3.0,8,28,36,37,57
01/07/2014,13 34 56 62 64,6,5.0,13,34,56,62,64
01/03/2014,22 24 25 40 70,5,5.0,22,24,25,40,70
12/31/2013,08 12 34 52 58,8,3.0,8,12,34,52,58
12/27/2013,04 15 35 48 49,11,5.0,4,15,35,48,49
12/24/2013,23 34 53 58 73,2,3.0,23,34,53,58,73
12/20/2013,03 04 31 49 57,6,2.0,3,4,31,49,57
12/17/2013,08 14 17 20 39,7,4.0,8,14,17,20,39
12/13/2013,19 24 26 27 70,12,2.0,19,24,26,27,70
12/10/2013,05 12 22 41 65,13,2.0,5,12,22,41,65
12/06/2013,11 29 44 63 64,3,3.0,11,29,44,63,64
12/03/2013,07 12 41 44 59,3,3.0,7,12,41,44,59
11/29/2013,09 41 43 47 57,5,4.0,9,41,43,47,57
11/26/2013,27 44 59 74 75,3,5.0,27,44,59,74,75
11/22/2013,17 23 35 36 44,8,3.0,17,23,35,36,44
11/19/2013,14 15 29 49 63,2,3.0,14,15,29,49,63
11/15/2013,25 44 49 54 63,8,4.0,25,44,49,54,63
11/12/2013,20 30 32 42 71,15,5.0,20,30,32,42,71
11/08/2013,41 42 51 57 65,7,2.0,41,42,51,57,65
11/05/2013,02 11 42 64 74,2,5.0,2,11,42,64,74
11/01/2013,32 35 49 62 67,1,5.0,32,35,49,62,67
10/29/2013,20 33 50 53 54,7,3.0,20,33,50,53,54
10/25/2013,06 16 45 54 60,15,2.0,6,16,45,54,60
10/22/2013,02 03 19 52 71,14,5.0,2,3,19,52,71
10/15/2013,04 23 30 43 50,11,4.0,4,23,30,43,50
10/11/2013,03 27 37 45 48,46,4.0,3,27,37,45,48
10/08/2013,06 15 19 23 40,5,3.0,6,15,19,23,40
10/04/2013,04 16 24 25 44,5,3.0,4,16,24,25,44
10/01/2013,07 10 30 37 53,1,3.0,7,10,30,37,53
09/27/2013,09 23 27 49 51,38,2.0,9,23,27,49,51
09/24/2013,04 11 32 39 40,33,3.0,4,11,32,39,40
09/20/2013,01 15 20 21 47,34,2.0,1,15,20,21,47
09/17/2013,06 15 27 31 39,25,2.0,6,15,27,31,39
09/13/2013,09 22 28 48 54,8,4.0,9,22,28,48,54
09/10/2013,02 12 18 54 56,1,3.0,2,12,18,54,56
09/06/2013,02 16 17 22 41,31,4.0,2,16,17,22,41
09/03/2013,04 13 14 28 41,28,3.0,4,13,14,28,41
08/30/2013,06 19 24 43 44,33,2.0,6,19,24,43,44
08/27/2013,04 07 30 36 38,38,4.0,4,7,30,36,38
08/23/2013,01 09 17 20 53,14,4.0,1,9,17,20,53
08/20/2013,13 28 35 38 41,33,3.0,13,28,35,38,41
08/16/2013,07 13 26 36 46,37,4.0,7,13,26,36,46
08/13/2013,02 31 32 37 41,40,4.0,2,31,32,37,41
08/09/2013,11 20 30 34 38,12,3.0,11,20,30,34,38
08/06/2013,01 11 16 51 55,41,3.0,1,11,16,51,55
08/02/2013,08 21 23 25 39,4,2.0,8,21,23,25,39
07/30/2013,25 27 36 42 44,39,3.0,25,27,36,42,44
07/26/2013,04 22 23 27 38,42,4.0,4,22,23,27,38
07/23/2013,25 32 35 50 51,46,3.0,25,32,35,50,51
07/19/2013,16 20 24 39 42,46,3.0,16,20,24,39,42
07/16/2013,10 14 21 40 53,20,2.0,10,14,21,40,53
07/12/2013,04 05 25 27 51,10,3.0,4,5,25,27,51
07/09/2013,03 21 43 45 48,14,2.0,3,21,43,45,48
07/05/2013,02 23 41 47 54,42,4.0,2,23,41,47,54
07/02/2013,36 42 51 52 53,40,4.0,36,42,51,52,53
06/28/2013,08 15 35 46 52,38,4.0,8,15,35,46,52
06/25/2013,03 05 28 33 51,16,2.0,3,5,28,33,51
06/21/2013,03 14 17 40 50,3,3.0,3,14,17,40,50
06/18/2013,06 17 34 40 48,30,2.0,6,17,34,40,48
06/14/2013,02 05 31 33 34,20,4.0,2,5,31,33,34
06/11/2013,15 40 45 50 53,28,4.0,15,40,45,50,53
06/07/2013,01 10 37 48 55,21,4.0,1,10,37,48,55
06/04/2013,10 11 12 20 55,19,3.0,10,11,12,20,55
05/31/2013,02 20 26 44 46,26,3.0,2,20,26,44,46
05/28/2013,04 12 25 32 54,36,4.0,4,12,25,32,54
05/24/2013,04 05 16 18 53,28,4.0,4,5,16,18,53
05/21/2013,02 15 17 48 55,11,4.0,2,15,17,48,55
05/17/2013,11 15 35 43 49,41,4.0,11,15,35,43,49
05/14/2013,06 10 12 28 32,38,4.0,6,10,12,28,32
05/10/2013,01 19 20 39 49,28,4.0,1,19,20,39,49
05/07/2013,01 06 13 20 51,31,4.0,1,6,13,20,51
05/03/2013,02 20 34 42 54,39,2.0,2,20,34,42,54
04/30/2013,21 30 34 39 49,43,3.0,21,30,34,39,49
04/26/2013,17 42 49 54 55,31,4.0,17,42,49,54,55
04/23/2013,09 21 22 32 50,10,3.0,9,21,22,32,50
04/19/2013,06 08 12 22 43,28,4.0,6,8,12,22,43
04/16/2013,02 05 15 18 39,42,2.0,2,5,15,18,39
04/12/2013,01 10 13 19 21,28,3.0,1,10,13,19,21
04/09/2013,17 30 41 48 54,13,4.0,17,30,41,48,54
04/05/2013,08 15 23 36 41,5,3.0,8,15,23,36,41
04/02/2013,07 10 14 40 47,34,4.0,7,10,14,40,47
03/29/2013,25 31 36 46 53,21,4.0,25,31,36,46,53
03/26/2013,20 33 46 49 51,46,4.0,20,33,46,49,51
03/22/2013,14 27 34 37 41,38,4.0,14,27,34,37,41
03/19/2013,03 06 14 21 37,35,3.0,3,6,14,21,37
03/15/2013,04 08 17 22 32,8,2.0,4,8,17,22,32
03/12/2013,09 12 19 20 30,39,4.0,9,12,19,20,30
03/08/2013,04 11 25 34 35,44,4.0,4,11,25,34,35
03/05/2013,06 20 39 41 46,42,3.0,6,20,39,41,46
03/01/2013,17 30 38 43 51,20,4.0,17,30,38,43,51
02/26/2013,06 07 13 15 43,7,4.0,6,7,13,15,43
02/22/2013,09 13 24 38 49,30,3.0,9,13,24,38,49
02/19/2013,01 15 19 30 56,28,3.0,1,15,19,30,56
02/15/2013,11 35 41 42 44,42,4.0,11,35,41,42,44
02/12/2013,09 22 32 38 55,44,3.0,9,22,32,38,55
02/08/2013,06 15 20 39 50,5,4.0,6,15,20,39,50
02/05/2013,02 05 10 26 44,46,4.0,2,5,10,26,44
02/01/2013,01 30 32 40 41,17,3.0,1,30,32,40,41
01/29/2013,08 12 27 46 47,6,3.0,8,12,27,46,47
01/25/2013,11 12 17 31 48,1,4.0,11,12,17,31,48
01/22/2013,07 11 16 39 54,13,3.0,7,11,16,39,54
01/18/2013,08 18 25 42 49,14,3.0,8,18,25,42,49
01/15/2013,01 06 12 19 41,14,4.0,1,6,12,19,41
01/11/2013,24 29 30 34 56,1,4.0,24,29,30,34,56
01/08/2013,03 20 21 38 42,19,4.0,3,20,21,38,42
01/04/2013,01 02 23 25 55,39,4.0,1,2,23,25,55
01/01/2013,04 11 21 25 44,29,4.0,4,11,21,25,44
12/28/2012,10 13 32 40 41,32,4.0,10,13,32,40,41
12/25/2012,02 03 18 34 48,36,4.0,2,3,18,34,48
12/21/2012,03 18 32 41 56,19,3.0,3,18,32,41,56
12/18/2012,01 06 07 18 29,16,3.0,1,6,7,18,29
12/14/2012,11 28 33 41 43,41,4.0,11,28,33,41,43
12/11/2012,39 44 51 52 54,13,4.0,39,44,51,52,54
12/07/2012,07 43 44 51 56,4,3.0,7,43,44,51,56
12/04/2012,03 19 24 32 43,44,4.0,3,19,24,32,43
11/30/2012,11 22 24 28 31,46,3.0,11,22,24,28,31
11/27/2012,05 12 26 42 49,24,4.0,5,12,26,42,49
11/23/2012,08 37 44 47 48,27,4.0,8,37,44,47,48
11/20/2012,09 13 22 38 52,44,4.0,9,13,22,38,52
11/16/2012,05 24 26 29 53,36,4.0,5,24,26,29,53
11/13/2012,06 12 31 46 56,34,2.0,6,12,31,46,56
11/09/2012,18 22 33 35 40,11,4.0,18,22,33,35,40
11/06/2012,03 05 13 32 35,6,3.0,3,5,13,32,35
11/02/2012,04 18 22 38 44,24,3.0,4,18,22,38,44
10/30/2012,05 12 18 29 56,38,4.0,5,12,18,29,56
10/26/2012,04 15 24 36 40,44,2.0,4,15,24,36,40
10/23/2012,01 17 42 46 55,1,2.0,1,17,42,46,55
10/19/2012,14 34 36 48 53,42,3.0,14,34,36,48,53
10/16/2012,13 37 40 46 52,29,4.0,13,37,40,46,52
10/12/2012,06 10 24 26 42,15,4.0,6,10,24,26,42
10/09/2012,06 15 16 22 37,3,4.0,6,15,16,22,37
10/05/2012,08 09 16 32 39,15,3.0,8,9,16,32,39
10/02/2012,10 11 20 42 55,9,4.0,10,11,20,42,55
09/28/2012,06 08 14 43 56,28,4.0,6,8,14,43,56
09/25/2012,07 08 23 50 51,26,3.0,7,8,23,50,51
09/21/2012,03 13 14 46 55,34,4.0,3,13,14,46,55
09/18/2012,05 09 22 36 49,36,3.0,5,9,22,36,49
09/14/2012,16 17 21 40 51,20,4.0,16,17,21,40,51
09/11/2012,05 11 20 33 36,11,3.0,5,11,20,33,36
09/07/2012,15 32 38 42 46,31,4.0,15,32,38,42,46
09/04/2012,16 32 39 41 53,16,3.0,16,32,39,41,53
08/31/2012,31 40 41 47 48,45,3.0,31,40,41,47,48
08/28/2012,04 09 40 45 50,39,4.0,4,9,40,45,50
08/24/2012,25 34 45 46 49,34,2.0,25,34,45,46,49
08/21/2012,05 13 20 23 33,30,2.0,5,13,20,23,33
08/17/2012,08 20 24 35 56,24,3.0,8,20,24,35,56
08/14/2012,15 23 34 39 55,32,4.0,15,23,34,39,55
08/10/2012,10 18 36 38 44,8,4.0,10,18,36,38,44
08/07/2012,30 32 33 42 48,7,4.0,30,32,33,42,48
08/03/2012,02 10 13 38 46,2,3.0,2,10,13,38,46
07/31/2012,05 18 21 29 41,37,3.0,5,18,21,29,41
07/27/2012,02 03 04 08 43,26,3.0,2,3,4,8,43
07/24/2012,05 09 38 46 51,5,4.0,5,9,38,46,51
07/20/2012,02 44 48 50 52,3,3.0,2,44,48,50,52
07/17/2012,01 13 21 49 55,17,4.0,1,13,21,49,55
07/13/2012,06 07 13 24 46,34,2.0,6,7,13,24,46
07/10/2012,03 11 19 23 36,21,4.0,3,11,19,23,36
07/06/2012,20 23 28 35 39,21,3.0,20,23,28,35,39
07/03/2012,03 04 24 36 52,45,4.0,3,4,24,36,52
06/29/2012,28 34 39 45 53,34,4.0,28,34,39,45,53
06/26/2012,03 16 23 35 36,20,4.0,3,16,23,35,36
06/22/2012,10 16 19 32 36,13,3.0,10,16,19,32,36
06/19/2012,11 21 27 30 53,11,2.0,11,21,27,30,53
06/15/2012,08 12 18 30 40,4,3.0,8,12,18,30,40
06/12/2012,02 09 17 34 50,45,4.0,2,9,17,34,50
06/08/2012,04 09 34 40 48,25,3.0,4,9,34,40,48
06/05/2012,37 39 42 53 55,22,3.0,37,39,42,53,55
06/01/2012,02 27 38 46 52,45,3.0,2,27,38,46,52
05/29/2012,02 14 29 53 55,31,3.0,2,14,29,53,55
05/25/2012,09 15 21 40 54,11,4.0,9,15,21,40,54
05/22/2012,10 14 35 43 52,16,2.0,10,14,35,43,52
05/18/2012,03 11 22 34 49,1,4.0,3,11,22,34,49
05/15/2012,10 11 12 14 24,6,4.0,10,11,12,14,24
05/11/2012,03 15 29 35 54,8,4.0,3,15,29,35,54
05/08/2012,02 06 08 18 51,19,3.0,2,6,8,18,51
05/04/2012,04 11 21 42 53,38,4.0,4,11,21,42,53
05/01/2012,24 27 31 45 52,38,4.0,24,27,31,45,52
04/27/2012,02 05 45 46 47,37,4.0,2,5,45,46,47
04/24/2012,03 09 15 37 38,39,4.0,3,9,15,37,38
04/20/2012,14 23 26 33 35,40,3.0,14,23,26,33,35
04/17/2012,01 16 24 32 48,2,4.0,1,16,24,32,48
04/13/2012,09 14 17 36 42,33,4.0,9,14,17,36,42
04/10/2012,02 06 12 31 48,25,4.0,2,6,12,31,48
04/06/2012,02 19 20 24 33,39,4.0,2,19,20,24,33
04/03/2012,11 35 38 41 52,40,4.0,11,35,38,41,52
